Gender,Race,Age,VisaStatus,VisaLabel,EducationLevel,EducationLabel,UniversityTier,CS_Degree,YearsExperience,AlgorithmSkill,SystemDesignSkill,NumLanguages,GitHubScore,PastCompanyTier,PastCompanyLabel,EthnicNameSignal,HasReferral,LinkedInScore,InterviewerType,ResumeScore,TechInterviewScore,CultureFitScore,OverallInterviewScore,HireProbability,Hired,TotalBiasEffect
Female,Black,35,0,Citizen,1,Bachelor,3,1,3.1,67.5,20.8,4,22.1,3,Average Company,1,0,75.0,1,47.6,36.5,46.7,43.4,0.1051,0,-0.38
Male,White,21,0,Citizen,2,Master,2,1,13.4,87.9,84.6,4,19.7,3,Average Company,0,0,81.4,2,100.0,88.8,77.6,87.1,0.9251,1,0.27
Male,Hispanic,29,0,Citizen,1,Bachelor,2,1,4.6,59.8,30.4,2,17.5,4,No Experience,1,0,76.3,1,62.8,32.1,69.3,54.6,0.335,1,0.03
Male,Hispanic,37,0,Citizen,2,Master,3,1,0.6,73.1,22.8,4,52.3,4,No Experience,1,0,64.1,2,56.3,44.8,43.4,47.1,0.177,1,0.03
Male,Asian,34,0,Citizen,2,Master,3,0,7.3,65.7,60.4,4,55.1,3,Average Company,0,1,89.9,2,89.0,51.3,71.8,69.0,0.7175,0,0.2
Female,White,21,0,Citizen,2,Master,2,1,5.7,69.1,51.6,3,53.4,3,Average Company,0,0,93.4,0,64.9,70.5,48.9,60.5,0.5471,1,0.12
Female,White,32,0,Citizen,3,PhD,1,0,9.9,59.0,64.9,3,67.5,3,Average Company,0,0,78.9,1,89.4,35.1,41.4,51.2,0.4716,1,0.12
Male,White,26,0,Citizen,1,Bachelor,2,1,4.3,58.1,39.6,1,55.8,2,Well-known Tech,0,1,66.3,1,83.5,45.6,76.3,67.4,0.7432,1,0.27
Male,Asian,25,3,Needs Sponsorship,2,Master,3,1,1.7,79.9,48.2,3,52.5,2,Well-known Tech,0,0,96.5,2,83.6,78.6,58.9,72.0,0.522,1,-0.1
Male,Hispanic,21,0,Citizen,1,Bachelor,1,0,8.5,77.4,48.5,3,21.6,4,No Experience,0,1,80.0,2,72.1,46.1,62.3,59.0,0.5395,1,0.03
Male,White,36,0,Citizen,2,Master,1,1,3.9,45.0,34.0,4,30.7,4,No Experience,0,0,53.0,0,81.3,22.8,66.2,54.8,0.3498,0,0.27
Male,Asian,39,2,H1B,1,Bachelor,3,1,5.5,32.9,35.4,6,14.2,3,Average Company,1,1,68.6,2,48.5,32.9,59.7,47.5,0.35,1,0.12
Male,White,46,0,Citizen,2,Master,2,1,2.9,59.6,58.5,1,32.6,2,Well-known Tech,0,0,53.3,2,88.8,47.4,75.0,68.8,0.6552,0,0.15
Male,White,21,0,Citizen,1,Bachelor,3,1,7.3,47.9,48.2,6,33.9,3,Average Company,0,0,98.4,1,61.0,25.4,57.5,47.1,0.3183,0,0.27
Male,Black,37,3,Needs Sponsorship,4,Self-taught/Bootcamp,4,1,4.4,51.9,59.1,2,56.4,2,Well-known Tech,1,1,75.6,2,63.4,40.1,59.5,53.7,0.3519,1,-0.33
Male,White,37,0,Citizen,2,Master,3,1,10.0,63.3,59.7,2,20.1,3,Average Company,0,0,73.9,1,76.8,39.0,58.7,56.4,0.5755,0,0.27
Male,White,27,1,Green Card,1,Bachelor,2,1,1.9,39.5,26.2,5,40.9,2,Well-known Tech,0,1,57.5,0,58.3,33.0,55.6,48.4,0.3606,0,0.27
Male,White,25,1,Green Card,2,Master,2,1,8.5,87.8,66.6,3,24.0,1,FAANG,0,1,60.8,1,100.0,54.1,56.1,66.4,0.8293,0,0.27
Female,Asian,24,0,Citizen,2,Master,2,0,7.0,53.3,65.3,5,24.2,2,Well-known Tech,1,0,70.9,1,54.2,55.3,60.2,57.0,0.4423,0,0.05
Male,Asian,28,0,Citizen,4,Self-taught/Bootcamp,4,1,2.1,49.1,33.4,4,4.7,4,No Experience,0,0,69.0,2,36.9,31.6,53.1,41.5,0.127,0,0.2
Male,Hispanic,33,0,Citizen,2,Master,2,1,9.4,44.2,75.3,5,24.8,3,Average Company,0,1,70.1,0,84.5,38.1,56.4,57.0,0.528,1,0.03
Female,Asian,41,2,H1B,1,Bachelor,2,1,4.0,87.7,45.6,3,20.1,4,No Experience,1,0,85.2,1,56.6,39.4,56.6,50.6,0.2578,0,-0.18
Male,Black,39,1,Green Card,4,Self-taught/Bootcamp,4,0,2.1,19.3,35.5,4,22.1,3,Average Company,1,0,38.0,0,22.4,12.5,70.7,38.3,0.1493,0,-0.03
Male,White,21,0,Citizen,1,Bachelor,3,1,1.5,44.7,35.7,4,32.2,3,Average Company,0,0,96.6,1,41.5,43.1,63.7,50.9,0.2755,0,0.27
Male,Hispanic,26,0,Citizen,2,Master,2,1,0.4,67.1,26.7,6,12.7,4,No Experience,1,1,79.2,1,58.7,29.5,71.8,53.7,0.3545,1,0.03
Male,Black,41,0,Citizen,2,Master,2,1,0.4,41.1,26.4,3,16.9,4,No Experience,1,0,44.9,1,60.2,25.1,43.3,41.2,0.1413,0,-0.03
Male,Asian,26,2,H1B,1,Bachelor,2,1,6.9,53.6,69.6,3,25.6,3,Average Company,0,1,52.1,0,82.0,33.7,48.7,51.8,0.3222,0,0.12
Male,Asian,31,0,Citizen,4,Self-taught/Bootcamp,4,0,2.2,66.2,60.5,2,0.3,2,Well-known Tech,0,1,40.5,1,55.8,53.3,71.3,61.2,0.4501,0,0.2
Male,Asian,21,0,Citizen,1,Bachelor,1,1,3.3,48.3,48.8,3,51.3,2,Well-known Tech,1,0,49.0,1,86.6,28.7,58.0,54.9,0.3723,1,0.2
Female,White,40,0,Citizen,1,Bachelor,1,0,8.1,63.1,55.1,3,16.1,2,Well-known Tech,0,0,76.6,0,77.0,50.3,56.6,59.5,0.5567,0,0.12
Male,White,21,0,Citizen,1,Bachelor,2,1,4.8,32.7,42.4,2,22.5,4,No Experience,0,0,71.6,0,63.0,29.9,64.7,52.1,0.2911,0,0.27
Male,Asian,21,2,H1B,3,PhD,2,1,12.8,83.8,79.3,3,25.7,2,Well-known Tech,1,1,93.1,1,98.5,61.9,59.3,70.0,0.8603,1,0.12
Female,Asian,39,0,Citizen,1,Bachelor,2,1,3.3,86.1,38.4,2,17.7,2,Well-known Tech,0,1,70.3,1,87.5,40.5,48.5,55.5,0.429,0,0.05
Male,Asian,45,0,Citizen,1,Bachelor,2,0,0.5,61.0,27.5,2,53.5,4,No Experience,1,0,87.4,1,41.8,34.4,61.8,47.2,0.1978,0,0.2
Female,White,29,0,Citizen,1,Bachelor,2,1,1.9,67.9,20.4,1,57.3,3,Average Company,0,0,83.7,1,60.2,46.8,42.7,48.5,0.1528,0,0.12
Male,White,31,2,H1B,1,Bachelor,1,1,0.7,63.1,34.3,2,36.4,4,No Experience,0,1,67.9,0,67.2,50.2,52.6,55.4,0.2825,1,0.19
Female,Asian,38,3,Needs Sponsorship,2,Master,2,1,6.2,62.8,58.8,5,56.2,2,Well-known Tech,1,0,80.6,2,81.6,45.9,60.9,60.8,0.5296,1,-0.25
Male,Asian,34,2,H1B,1,Bachelor,1,1,2.8,29.5,27.3,4,21.1,3,Average Company,1,1,63.7,0,67.9,41.5,67.4,58.5,0.4747,0,0.12
Female,Black,29,1,Green Card,1,Bachelor,3,0,0.3,24.4,35.6,2,55.6,4,No Experience,1,0,87.7,1,29.0,27.5,39.3,32.6,0.0638,0,-0.38
Female,White,28,0,Citizen,1,Bachelor,2,1,0.1,43.7,55.2,2,40.7,4,No Experience,0,1,74.1,0,54.5,36.0,55.0,48.2,0.2845,0,0.12
Male,Hispanic,21,2,H1B,2,Master,2,1,0.3,62.1,35.3,5,46.0,4,No Experience,1,0,77.1,2,52.4,38.2,61.6,51.1,0.2608,0,-0.05
Male,Black,33,0,Citizen,1,Bachelor,2,0,5.0,39.6,32.6,4,27.1,3,Average Company,1,1,85.7,1,53.6,22.7,49.8,41.2,0.2063,0,-0.03
Male,Asian,31,2,H1B,2,Master,1,0,1.0,65.2,40.4,3,14.6,2,Well-known Tech,0,1,84.6,1,74.6,63.9,60.2,65.1,0.6146,1,0.12
Male,White,28,0,Citizen,1,Bachelor,3,1,6.8,56.2,53.9,1,37.5,3,Average Company,0,1,72.1,2,78.3,32.2,70.3,58.9,0.4881,0,0.27
Male,White,24,1,Green Card,3,PhD,3,1,3.2,64.6,50.7,1,21.3,2,Well-known Tech,0,1,83.7,1,73.0,46.9,68.6,62.1,0.5513,0,0.27
Male,Asian,25,2,H1B,1,Bachelor,3,1,3.9,59.3,38.3,3,80.2,3,Average Company,1,0,71.8,1,49.9,46.9,62.8,54.0,0.3431,0,0.12
Male,White,36,0,Citizen,2,Master,3,1,0.8,37.2,36.0,3,25.3,4,No Experience,0,1,61.6,2,64.9,27.4,70.3,54.0,0.5084,0,0.27
Male,Black,38,0,Citizen,2,Master,3,0,9.5,48.7,50.8,2,33.2,2,Well-known Tech,1,1,97.8,1,79.8,52.1,58.1,61.4,0.6595,0,-0.03
Male,White,29,0,Citizen,4,Self-taught/Bootcamp,4,1,2.9,43.1,48.7,4,27.2,3,Average Company,0,1,71.6,2,66.4,32.3,61.5,52.5,0.3477,0,0.27
Male,Asian,28,1,Green Card,2,Master,3,1,2.4,55.1,29.0,4,50.0,3,Average Company,0,0,71.6,1,66.9,43.9,66.1,58.5,0.4755,1,0.2
Male,White,26,0,Citizen,1,Bachelor,3,1,7.1,52.9,68.1,4,50.5,3,Average Company,0,1,65.1,0,79.9,38.1,56.2,55.8,0.4703,0,0.27
Male,White,38,0,Citizen,1,Bachelor,2,1,0.1,46.9,30.2,1,39.9,4,No Experience,0,1,53.4,1,56.9,42.6,66.6,55.7,0.4056,0,0.27
Male,Hispanic,32,1,Green Card,1,Bachelor,3,1,3.3,55.3,55.6,6,14.9,3,Average Company,0,0,63.0,0,55.7,45.9,44.9,48.0,0.2717,0,0.03
Male,Black,34,3,Needs Sponsorship,3,PhD,2,1,5.7,62.9,57.4,3,50.5,3,Average Company,1,1,76.3,1,100.0,34.5,56.3,59.6,0.5335,1,-0.33
Male,White,34,0,Citizen,1,Bachelor,2,1,7.1,87.8,80.6,5,40.8,3,Average Company,0,1,74.0,0,88.3,62.9,70.8,72.4,0.705,1,0.27
Male,White,29,0,Citizen,2,Master,3,0,0.8,34.8,7.0,4,57.9,4,No Experience,0,0,88.0,2,38.0,20.8,62.9,41.9,0.136,0,0.27
Male,Hispanic,23,0,Citizen,2,Master,3,1,2.2,58.6,15.4,8,38.8,3,Average Company,1,0,70.9,1,59.7,43.0,22.4,38.9,0.1243,0,0.03
Female,White,25,0,Citizen,3,PhD,2,0,1.7,81.7,55.2,2,9.4,3,Average Company,0,1,84.3,2,75.6,56.2,51.4,59.1,0.3936,1,0.12
Male,Black,39,1,Green Card,2,Master,2,1,20.0,70.8,83.4,4,47.8,3,Average Company,0,1,86.4,1,100.0,57.9,54.5,67.1,0.853,1,-0.03
Male,White,26,0,Citizen,1,Bachelor,1,1,6.0,35.8,54.5,2,54.5,2,Well-known Tech,0,1,86.8,1,72.2,44.3,81.4,66.1,0.7029,1,0.27
Male,Asian,29,2,H1B,2,Master,2,1,2.5,73.7,46.4,6,13.9,4,No Experience,1,1,64.9,0,81.7,37.2,48.4,52.8,0.4019,1,0.12
Female,Asian,24,0,Citizen,1,Bachelor,2,1,1.1,64.3,42.6,2,24.3,1,FAANG,1,0,71.2,0,52.2,55.2,58.3,55.7,0.2846,1,0.05
Female,Black,23,0,Citizen,2,Master,2,1,0.9,38.3,32.2,2,32.5,4,No Experience,1,1,77.9,2,68.3,9.2,33.0,33.5,0.1054,0,-0.38
Male,White,26,2,H1B,4,Self-taught/Bootcamp,4,1,20.0,79.7,92.6,2,40.3,2,Well-known Tech,0,1,73.3,1,100.0,73.8,52.7,71.9,0.9094,1,0.19
Male,Asian,43,1,Green Card,4,Self-taught/Bootcamp,4,0,3.9,63.9,49.6,2,59.4,1,FAANG,1,1,50.5,2,46.3,41.8,45.9,44.6,0.3856,1,0.2
Female,White,36,2,H1B,1,Bachelor,3,1,5.8,49.0,52.9,2,8.7,2,Well-known Tech,0,0,70.9,0,70.3,53.6,63.2,61.6,0.4931,0,0.04
Male,Hispanic,28,0,Citizen,1,Bachelor,3,1,0.8,56.9,32.1,1,36.3,4,No Experience,0,1,93.3,2,48.9,30.2,63.2,48.1,0.2694,0,0.03
Male,White,39,0,Citizen,2,Master,2,1,6.2,78.2,37.2,3,46.4,4,No Experience,0,1,66.7,1,100.0,52.6,58.0,66.6,0.7438,0,0.27
Male,Asian,30,3,Needs Sponsorship,2,Master,2,1,1.2,69.9,38.3,3,31.2,4,No Experience,1,1,60.7,1,65.5,32.4,62.3,52.6,0.3373,0,-0.1
Male,White,41,0,Citizen,1,Bachelor,3,1,6.5,54.1,51.4,2,33.6,3,Average Company,0,1,42.5,1,56.1,68.5,65.5,64.2,0.7081,1,0.27
Female,Asian,47,0,Citizen,2,Master,3,1,11.1,35.8,94.4,3,22.6,2,Well-known Tech,0,0,56.1,1,93.8,52.1,64.1,67.3,0.6738,1,-0.22
Female,White,39,0,Citizen,1,Bachelor,3,1,2.2,17.9,26.1,1,48.7,1,FAANG,0,1,63.5,1,68.6,22.9,43.5,42.5,0.306,1,0.12
Female,White,32,0,Citizen,2,Master,3,1,10.5,74.2,87.8,5,53.3,2,Well-known Tech,0,0,77.6,1,98.6,49.3,49.5,61.7,0.612,1,0.12
Male,White,36,0,Citizen,3,PhD,2,1,2.8,69.1,55.4,4,12.5,3,Average Company,0,1,82.0,2,88.5,50.0,61.6,64.2,0.6526,1,0.27
Female,White,32,0,Citizen,2,Master,1,1,7.4,84.7,59.2,4,29.6,2,Well-known Tech,0,0,29.1,1,100.0,56.3,49.1,64.4,0.7032,1,0.12
Male,White,21,0,Citizen,1,Bachelor,2,1,2.7,47.7,59.0,4,8.5,3,Average Company,0,0,73.6,2,48.4,57.5,75.3,62.4,0.414,1,0.27
Male,White,27,0,Citizen,4,Self-taught/Bootcamp,4,1,0.7,34.7,37.1,1,40.2,4,No Experience,0,0,55.1,2,56.5,19.8,86.9,55.8,0.2988,1,0.27
Female,Asian,25,1,Green Card,1,Bachelor,3,1,5.0,71.5,8.2,1,38.8,4,No Experience,0,1,84.4,0,53.0,28.8,71.7,52.0,0.3122,0,0.05
Male,White,27,0,Citizen,1,Bachelor,2,0,1.8,53.9,34.1,3,43.4,3,Average Company,0,1,32.3,1,60.9,28.1,38.7,40.5,0.2418,0,0.27
Male,Asian,44,2,H1B,1,Bachelor,3,1,0.4,43.3,40.5,1,54.8,4,No Experience,0,0,49.5,0,42.5,41.1,57.1,47.9,0.2092,0,0.12
Male,White,39,0,Citizen,1,Bachelor,2,1,4.7,26.7,48.7,3,26.3,2,Well-known Tech,0,1,93.5,2,75.0,14.1,79.6,55.5,0.6345,1,0.27
Female,Black,35,0,Citizen,1,Bachelor,2,0,3.9,51.7,34.1,3,31.6,3,Average Company,0,0,60.6,1,46.8,22.4,39.8,35.4,0.0856,0,-0.38
Male,White,37,0,Citizen,2,Master,3,1,12.0,93.3,56.8,8,24.9,4,No Experience,0,1,58.9,1,94.5,75.8,68.3,77.5,0.8956,1,0.27
Male,Hispanic,21,0,Citizen,2,Master,3,1,0.4,80.3,51.9,1,13.1,4,No Experience,1,0,95.4,1,64.2,41.1,22.3,39.4,0.1189,0,0.03
Male,Asian,37,0,Citizen,2,Master,3,1,2.5,56.1,21.2,4,25.9,3,Average Company,1,1,56.0,1,65.0,27.9,65.6,52.2,0.4165,0,0.2
Female,White,38,0,Citizen,3,PhD,2,1,1.2,72.4,37.6,5,41.9,3,Average Company,0,0,82.8,2,77.7,38.8,40.2,49.1,0.2735,0,0.12
Female,Asian,21,0,Citizen,4,Self-taught/Bootcamp,4,1,3.0,47.1,49.0,4,39.8,1,FAANG,1,1,71.3,1,56.9,50.2,41.5,48.4,0.3202,0,0.05
Male,White,37,0,Citizen,1,Bachelor,3,0,8.3,65.7,44.7,5,37.6,4,No Experience,0,1,62.0,1,71.2,34.4,67.4,56.8,0.4896,0,0.27
Male,Black,22,0,Citizen,1,Bachelor,2,1,12.8,76.6,75.6,4,53.2,3,Average Company,1,0,71.3,0,91.3,76.2,55.5,71.7,0.7389,1,-0.03
Male,White,21,0,Citizen,2,Master,3,1,2.2,29.6,51.2,3,9.6,3,Average Company,0,1,79.3,0,58.2,26.8,63.5,49.3,0.3529,0,0.27
Female,White,41,3,Needs Sponsorship,2,Master,2,0,4.3,53.7,44.0,8,47.9,1,FAANG,0,0,59.0,0,95.6,33.6,72.4,64.6,0.5472,0,-0.33
Male,White,24,0,Citizen,1,Bachelor,2,1,1.2,25.8,46.7,5,11.6,3,Average Company,0,0,87.8,1,40.9,10.4,66.7,40.6,0.1691,0,0.27
Female,Asian,26,1,Green Card,2,Master,1,1,6.5,71.1,63.1,4,34.4,2,Well-known Tech,0,0,53.5,0,78.1,61.6,58.5,64.5,0.5712,1,0.05
Male,White,38,0,Citizen,2,Master,1,1,10.7,69.4,77.4,3,29.4,1,FAANG,0,0,84.9,1,100.0,70.6,68.4,77.1,0.9171,1,0.27
Female,Asian,29,0,Citizen,4,Self-taught/Bootcamp,4,1,2.9,54.5,63.7,2,30.0,1,FAANG,1,1,45.6,1,74.4,57.5,55.1,60.8,0.6102,1,0.05
Female,Black,30,0,Citizen,2,Master,2,1,9.3,77.4,49.0,3,39.6,3,Average Company,1,1,78.8,1,87.2,41.6,50.6,56.6,0.5812,0,-0.38
Male,White,30,0,Citizen,2,Master,2,1,18.6,87.4,65.4,3,46.6,3,Average Company,0,1,63.9,0,100.0,79.5,71.4,81.4,0.9507,1,0.27
Female,Asian,34,0,Citizen,2,Master,1,1,4.2,67.0,65.1,1,41.6,3,Average Company,1,0,79.0,2,81.7,32.7,58.7,55.4,0.2834,1,0.05
Male,Asian,30,3,Needs Sponsorship,1,Bachelor,2,0,3.7,65.6,39.1,3,29.9,1,FAANG,1,0,84.5,0,76.5,26.7,73.2,57.7,0.4254,1,-0.1
Male,Hispanic,32,0,Citizen,2,Master,3,1,2.2,54.7,38.7,3,10.4,3,Average Company,1,1,78.2,2,59.0,46.3,43.5,48.4,0.3229,0,0.03
Male,Black,28,0,Citizen,2,Master,3,1,6.9,71.7,56.8,5,32.0,3,Average Company,0,1,60.6,1,95.0,57.0,52.5,64.7,0.5353,0,-0.03
Female,Asian,34,0,Citizen,1,Bachelor,2,0,7.6,34.2,33.5,6,6.5,3,Average Company,1,1,81.9,1,76.0,3.4,81.2,52.7,0.511,1,0.05
Male,Asian,34,0,Citizen,2,Master,2,1,0.0,48.1,27.4,1,21.1,4,No Experience,0,0,52.1,0,43.4,21.7,42.2,35.3,0.1174,0,0.2
Male,White,45,0,Citizen,1,Bachelor,2,1,1.3,72.4,24.0,3,30.1,3,Average Company,0,0,65.0,2,61.5,32.1,57.9,49.8,0.2045,0,0.27
Male,White,29,0,Citizen,2,Master,2,0,0.1,33.2,26.5,4,23.8,4,No Experience,0,1,88.3,2,50.6,36.0,73.5,54.6,0.3529,0,0.27
Male,White,30,0,Citizen,1,Bachelor,3,0,6.7,61.9,36.9,4,18.6,3,Average Company,0,1,44.0,1,74.1,23.3,63.5,52.1,0.4947,0,0.27
Male,White,33,0,Citizen,1,Bachelor,3,1,0.9,64.9,32.5,3,41.1,4,No Experience,0,1,54.8,1,58.9,45.6,56.7,53.4,0.4211,1,0.27
Male,White,38,0,Citizen,1,Bachelor,3,1,0.5,48.8,26.0,2,36.5,4,No Experience,0,0,72.8,2,35.2,26.6,64.1,43.8,0.1727,0,0.27
Female,Hispanic,24,0,Citizen,1,Bachelor,1,1,7.2,60.9,77.1,4,10.8,2,Well-known Tech,1,0,92.9,1,72.6,57.8,57.7,61.5,0.4628,1,-0.24
Male,White,32,0,Citizen,2,Master,2,1,3.8,39.5,48.1,2,68.3,3,Average Company,0,1,50.7,2,72.2,34.9,82.9,63.4,0.5732,0,0.27
Male,Asian,21,3,Needs Sponsorship,1,Bachelor,2,1,0.7,61.3,37.2,3,2.5,4,No Experience,1,1,76.5,1,61.0,61.6,73.2,66.1,0.3981,0,-0.1
Male,Asian,30,1,Green Card,1,Bachelor,3,1,8.4,48.7,51.5,5,45.7,3,Average Company,1,0,78.7,1,59.7,31.5,72.5,54.9,0.4489,0,0.2
Male,White,39,2,H1B,3,PhD,3,1,2.4,68.2,44.9,1,21.8,2,Well-known Tech,0,0,87.7,0,69.0,27.9,53.8,48.5,0.4422,1,0.19
Female,White,26,0,Citizen,4,Self-taught/Bootcamp,4,0,2.1,50.0,56.5,5,16.7,3,Average Company,0,1,89.4,1,43.5,39.5,66.4,51.3,0.2952,0,0.12
Female,Black,33,0,Citizen,2,Master,3,1,4.7,36.5,54.9,3,23.1,3,Average Company,0,1,60.6,1,58.7,31.1,57.6,48.6,0.2384,0,-0.38
Male,Asian,28,2,H1B,2,Master,2,1,0.2,52.6,34.2,2,23.7,4,No Experience,0,0,62.3,1,55.2,51.5,51.5,52.4,0.2627,0,0.12
Female,Hispanic,25,2,H1B,2,Master,3,0,1.8,39.5,24.7,3,45.3,3,Average Company,1,0,76.4,2,39.1,27.8,33.7,33.0,0.1129,0,-0.32
Female,White,38,0,Citizen,1,Bachelor,3,1,0.4,46.9,37.9,2,42.8,4,No Experience,0,0,84.1,1,48.0,33.7,52.7,44.8,0.1749,0,0.12
Female,Asian,24,2,H1B,4,Self-taught/Bootcamp,4,1,6.0,71.9,40.1,5,8.3,3,Average Company,1,0,50.3,1,65.7,46.1,58.6,56.0,0.3633,1,-0.03
Male,White,34,0,Citizen,2,Master,3,1,1.4,63.1,26.6,4,27.3,1,FAANG,0,0,80.1,1,65.8,41.7,58.8,54.5,0.4191,0,0.27
Female,Asian,34,3,Needs Sponsorship,1,Bachelor,3,0,8.1,55.1,34.3,2,71.2,3,Average Company,1,0,89.0,1,50.7,25.6,57.9,44.8,0.2112,0,-0.25
Male,Black,26,3,Needs Sponsorship,1,Bachelor,1,1,2.4,58.1,30.8,1,31.9,4,No Experience,1,0,52.3,1,65.7,31.2,58.6,50.8,0.1931,0,-0.33
Male,White,33,0,Citizen,2,Master,3,1,9.7,54.7,100.0,5,42.8,2,Well-known Tech,0,1,88.2,2,96.8,40.8,65.9,64.8,0.7831,0,0.27
Male,White,25,0,Citizen,1,Bachelor,3,1,1.1,58.4,41.7,3,19.3,3,Average Company,0,0,48.3,0,52.7,37.7,49.3,46.1,0.2441,0,0.27
Male,White,35,0,Citizen,1,Bachelor,2,0,4.8,45.7,29.8,6,10.8,2,Well-known Tech,0,0,56.2,1,58.1,34.1,56.9,49.2,0.4402,0,0.27
Male,White,22,0,Citizen,2,Master,3,1,13.0,37.1,86.4,4,49.0,2,Well-known Tech,0,0,89.4,1,93.2,47.0,62.4,64.7,0.8294,1,0.27
Male,Asian,29,3,Needs Sponsorship,1,Bachelor,3,1,2.3,70.5,29.3,1,19.1,2,Well-known Tech,0,0,70.1,0,54.3,60.2,50.1,54.7,0.2642,0,-0.1
Male,White,30,0,Citizen,2,Master,2,1,0.8,52.0,24.9,3,28.7,4,No Experience,0,1,56.8,2,73.8,40.6,43.8,50.2,0.4801,0,0.27
Female,Black,39,0,Citizen,4,Self-taught/Bootcamp,4,0,3.6,35.6,42.2,5,23.0,4,No Experience,1,0,95.3,0,48.6,38.5,58.2,48.9,0.196,1,-0.38
Female,White,32,0,Citizen,1,Bachelor,3,1,2.5,81.0,35.7,3,22.3,3,Average Company,0,0,78.6,1,44.3,52.6,62.2,54.3,0.3032,0,0.12
Male,Asian,38,2,H1B,1,Bachelor,1,1,3.2,55.1,42.1,3,45.5,2,Well-known Tech,0,1,58.1,1,87.3,33.0,51.5,54.0,0.397,0,0.12
Female,Asian,35,0,Citizen,4,Self-taught/Bootcamp,4,0,2.9,25.9,51.9,4,12.3,1,FAANG,1,1,70.4,0,59.7,20.8,54.9,44.1,0.2727,0,0.05
Female,Asian,35,0,Citizen,1,Bachelor,2,1,1.4,35.7,23.6,1,8.9,3,Average Company,1,0,64.1,2,36.6,21.3,41.2,33.1,0.0759,0,0.05
Female,Black,29,0,Citizen,1,Bachelor,2,1,3.3,51.6,40.4,3,71.4,3,Average Company,1,0,55.8,0,66.1,29.3,56.9,49.5,0.1643,0,-0.38
Male,White,39,0,Citizen,3,PhD,1,0,0.7,74.1,30.1,5,13.9,4,No Experience,0,0,82.4,1,63.0,59.9,57.1,59.5,0.5494,1,0.27
Male,Asian,29,0,Citizen,1,Bachelor,3,0,3.9,43.3,24.5,2,22.4,3,Average Company,0,1,74.5,1,59.1,23.3,70.1,51.0,0.3727,0,0.2
Female,White,21,0,Citizen,1,Bachelor,2,1,2.6,55.1,35.7,3,31.7,4,No Experience,0,0,60.8,2,62.8,26.4,58.0,48.1,0.2104,0,0.12
Male,White,30,1,Green Card,1,Bachelor,3,1,16.2,84.2,61.3,4,47.2,3,Average Company,0,1,91.4,1,99.8,61.6,74.4,76.3,0.8445,1,0.27
Male,White,35,0,Citizen,4,Self-taught/Bootcamp,4,1,0.4,38.2,44.2,2,40.0,4,No Experience,0,1,76.7,1,51.4,35.6,70.8,53.6,0.3436,1,0.27
Male,Asian,21,3,Needs Sponsorship,2,Master,2,0,6.3,56.4,35.6,3,15.4,2,Well-known Tech,1,0,55.6,2,58.3,40.6,65.6,55.0,0.4159,1,-0.1
Male,Asian,25,2,H1B,2,Master,2,0,1.9,55.2,31.2,2,44.4,3,Average Company,0,0,92.1,1,79.6,51.3,75.2,67.9,0.4651,0,0.12
Male,Asian,23,0,Citizen,2,Master,2,1,5.4,51.1,44.3,4,31.1,3,Average Company,0,0,95.8,0,96.7,50.4,59.5,65.6,0.5296,1,0.2
Male,White,37,0,Citizen,1,Bachelor,3,1,14.2,55.8,77.8,4,73.4,2,Well-known Tech,0,1,80.6,2,99.6,69.7,79.0,80.9,0.9165,1,0.27
Male,White,43,0,Citizen,4,Self-taught/Bootcamp,4,1,10.3,73.0,73.3,5,15.9,2,Well-known Tech,0,0,46.4,2,72.2,66.0,61.5,65.8,0.7268,1,0.27
Female,Hispanic,30,1,Green Card,2,Master,3,1,0.5,71.2,41.4,5,29.9,4,No Experience,1,0,89.1,2,49.2,38.3,47.3,44.6,0.116,0,-0.24
Female,Black,35,2,H1B,1,Bachelor,3,1,9.4,57.9,45.4,3,49.7,3,Average Company,1,0,81.5,1,76.0,48.6,46.8,54.7,0.3331,0,-0.46
Male,White,35,0,Citizen,4,Self-taught/Bootcamp,4,1,2.2,46.7,34.1,5,17.1,3,Average Company,0,0,75.9,0,44.0,40.6,54.4,47.0,0.2332,0,0.27
Female,Black,42,0,Citizen,4,Self-taught/Bootcamp,4,0,0.3,37.8,21.1,1,22.8,4,No Experience,0,1,93.3,2,41.3,6.8,10.9,17.1,0.0256,0,-0.53
Male,White,27,0,Citizen,2,Master,3,1,1.0,50.1,37.4,2,29.2,4,No Experience,0,0,91.6,1,56.7,20.9,65.1,47.5,0.2048,0,0.27
Male,White,30,0,Citizen,4,Self-taught/Bootcamp,4,1,0.1,34.8,56.1,4,10.7,4,No Experience,0,1,83.8,0,38.9,15.7,68.4,42.6,0.2115,0,0.27
Female,White,29,0,Citizen,1,Bachelor,2,1,0.7,15.2,27.2,4,24.5,4,No Experience,0,1,81.1,1,56.2,11.9,57.5,41.2,0.2209,1,0.12
Female,White,32,0,Citizen,2,Master,3,0,2.8,26.3,31.2,3,19.6,2,Well-known Tech,0,1,76.8,1,63.5,27.9,64.8,51.5,0.4894,0,0.12
Female,White,49,0,Citizen,1,Bachelor,3,1,13.1,79.1,71.5,4,1.5,2,Well-known Tech,0,1,65.1,1,90.4,59.7,64.3,69.3,0.7555,1,-0.15
